Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Apple,Intel i7,64,2TB SSD,Nvidia RTX 3080,16.0,1366x768,10.9,2.65,FreeDOS,4083.26
Apple,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,6.9,1.33,FreeDOS,2544.19
Apple,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3060,13.3,2560x1440,10.6,1.75,FreeDOS,4286.92
HP,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,5.0,1.45,Windows,1233.67
Dell,Intel i3,16,1TB SSD,Integrated,15.6,2560x1440,6.7,2.61,FreeDOS,1078.83
Acer,Intel i3,32,2TB SSD,Integrated,14.0,1920x1080,11.7,1.35,Windows,872.61
MSI,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,10.6,2.56,Linux,2418.56
HP,Intel i3,16,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.3,2.78,Linux,1748.73
Acer,Intel i7,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,10.7,2.33,macOS,1406.63
Apple,Intel i7,32,256GB SSD,Nvidia RTX 2060,13.3,1920x1080,9.1,3.33,Windows,3028.97
MSI,Intel i9,64,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,6.5,2.25,macOS,5474.88
MSI,Intel i5,32,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,11.9,1.98,macOS,3439.21
Asus,Intel i5,64,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,7.4,3.35,macOS,2578.32
Samsung,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,5.4,2.6,macOS,2601.32
Lenovo,Intel i9,4,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,7.7,2.92,FreeDOS,2333.71
HP,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,14.0,1366x768,4.1,2.59,FreeDOS,1152.91
Acer,Intel i9,8,1TB SSD,Nvidia GTX 1650,15.6,1366x768,8.3,1.94,Windows,1666.22
Razer,AMD Ryzen 5,16,1TB HDD,Integrated,16.0,2560x1440,6.7,1.56,Linux,1397.06
Dell,Intel i7,64,256GB SSD,Nvidia RTX 3060,13.3,2560x1440,4.6,3.12,Windows,3824.08
Apple,Intel i3,32,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,5.2,2.12,macOS,3381.03
Razer,Intel i3,16,2TB SSD,Nvidia GTX 1650,13.3,1366x768,6.9,2.9,macOS,1152.82
HP,Intel i5,4,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.5,3.07,Windows,1537.16
Asus,Intel i3,16,2TB SSD,AMD Radeon RX 6600,14.0,1366x768,7.4,2.41,FreeDOS,740.31
Lenovo,AMD Ryzen 9,16,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.7,3.48,FreeDOS,1850.59
Asus,AMD Ryzen 9,64,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,6.0,1.63,FreeDOS,2962.88
Apple,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,11.9,2.77,Linux,7259.99
Asus,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,8.8,1.4,Linux,1420.57
Asus,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,8.6,1.75,FreeDOS,926.94
Apple,AMD Ryzen 5,8,256GB SSD,Integrated,16.0,1920x1080,11.9,3.34,Linux,1058.01
Apple,AMD Ryzen 7,32,2TB SSD,Integrated,16.0,1366x768,5.4,2.34,Linux,1835.33
Razer,Intel i9,64,1TB HDD,Nvidia RTX 2060,16.0,3840x2160,10.5,2.65,Windows,8239.94
HP,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3080,13.3,1366x768,8.3,1.25,FreeDOS,1474.41
Microsoft,Intel i9,64,256GB SSD,Nvidia GTX 1650,13.3,2560x1440,11.9,2.28,Windows,5006.83
Acer,AMD Ryzen 7,8,512GB SSD,AMD Radeon RX 6800,14.0,3840x2160,4.9,2.84,FreeDOS,2055.96
Lenovo,Intel i7,8,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,11.7,2.77,Windows,1520.72
Lenovo,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 3080,13.3,1366x768,11.3,2.8,FreeDOS,1209.29
MSI,Intel i5,64,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,7.1,2.55,Windows,3922.93
Samsung,Intel i3,4,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,11.6,2.85,macOS,1244.31
Lenovo,AMD Ryzen 9,32,256GB SSD,Nvidia RTX 3080,17.3,1366x768,8.0,2.38,Linux,2518.77
Apple,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,5.1,1.81,FreeDOS,3750.48
Microsoft,Intel i9,16,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.9,2.47,Windows,3262.72
Razer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,5.9,2.69,Windows,1180.95
Dell,AMD Ryzen 5,64,2TB SSD,Integrated,15.6,1366x768,11.4,1.91,Windows,1331.93
HP,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.6,1.32,macOS,865.87
Dell,Intel i7,64,1TB SSD,Nvidia GTX 1650,16.0,1366x768,4.8,1.96,Windows,2855.12
Microsoft,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,9.1,3.41,Linux,2618.48
Acer,Intel i7,4,512GB SSD,Integrated,16.0,1920x1080,4.5,2.74,FreeDOS,738.23
Microsoft,Intel i5,4,1TB HDD,Integrated,14.0,3840x2160,10.3,2.42,FreeDOS,799.42
Apple,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,9.8,1.45,macOS,1864.34
Samsung,AMD Ryzen 7,32,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,6.4,1.35,Linux,2160.92
Microsoft,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,6.6,3.08,FreeDOS,1991.67
Samsung,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,11.2,1.36,FreeDOS,2584.35
Acer,Intel i7,32,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,8.5,2.16,Linux,3190.14
Apple,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.0,1.68,macOS,1830.31
Lenovo,Intel i3,16,2TB SSD,AMD Radeon RX 6800,16.0,3840x2160,5.8,1.26,FreeDOS,1812.36
Microsoft,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.6,2.8,macOS,6674.17
Apple,AMD Ryzen 5,32,1TB SSD,Integrated,17.3,1920x1080,6.7,2.7,FreeDOS,1710.12
Dell,Intel i9,64,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,4.5,3.08,Windows,3183.13
Asus,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,6.2,2.35,FreeDOS,1639.33
Samsung,AMD Ryzen 5,16,256GB SSD,Integrated,15.6,3840x2160,4.5,2.61,FreeDOS,1427.56
Lenovo,Intel i3,16,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,5.6,2.35,Windows,1207.52
HP,AMD Ryzen 3,64,2TB SSD,Integrated,14.0,1920x1080,5.6,1.89,FreeDOS,1199.25
HP,AMD Ryzen 5,16,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,6.6,2.86,macOS,1552.25
Dell,Intel i3,8,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,10.7,1.86,FreeDOS,716.25
Samsung,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,11.5,2.91,macOS,2339.48
Acer,Intel i3,4,2TB SSD,Nvidia RTX 2060,17.3,1366x768,11.5,1.58,macOS,704.82
Microsoft,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,10.4,1.48,macOS,2455.22
Asus,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,9.5,3.02,macOS,1352.94
Asus,Intel i3,32,1TB HDD,Nvidia RTX 2060,15.6,1366x768,10.0,1.75,macOS,995.76
Razer,AMD Ryzen 3,4,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,6.9,3.05,macOS,1092.88
Microsoft,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,11.1,1.43,FreeDOS,2778.06
Dell,Intel i5,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,5.4,2.69,Windows,2165.01
Lenovo,Intel i9,16,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.0,2.02,Linux,3238.26
MSI,Intel i7,64,1TB SSD,AMD Radeon RX 6800,15.6,1366x768,8.0,1.64,Windows,3580.39
Razer,Intel i9,64,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.8,2.25,macOS,6724.01
Acer,Intel i5,8,256GB SSD,Nvidia RTX 3060,16.0,1366x768,5.0,2.2,FreeDOS,866.17
HP,Intel i5,16,2TB SSD,Nvidia RTX 2060,16.0,1366x768,6.9,2.28,Linux,1037.39
Asus,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,4.2,1.57,Linux,2844.41
Dell,Intel i7,64,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,4.3,3.4,FreeDOS,3158.21
MSI,Intel i7,32,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,4.9,1.81,Linux,2128.18
Apple,Intel i5,64,512GB SSD,Nvidia RTX 3080,14.0,1366x768,4.1,2.23,FreeDOS,3072.07
Apple,Intel i3,16,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,7.3,1.37,FreeDOS,2524.15
HP,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,7.6,2.33,Windows,1042.75
Acer,Intel i3,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,10.1,3.32,macOS,936.34
MSI,Intel i9,4,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,4.2,1.24,FreeDOS,3215.43
Asus,Intel i3,4,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,5.0,1.42,Linux,932.15
MSI,AMD Ryzen 5,8,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,7.6,2.21,Linux,1136.06
Apple,Intel i7,16,1TB SSD,Nvidia RTX 3060,14.0,3840x2160,6.5,2.93,FreeDOS,3698.45
HP,AMD Ryzen 3,4,256GB SSD,Integrated,17.3,2560x1440,11.2,3.21,macOS,678.48
Asus,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,8.8,2.8,Linux,1642.07
Microsoft,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,11.9,2.11,FreeDOS,1388.2
Razer,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,11.0,1.85,FreeDOS,1191.73
HP,Intel i7,64,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,11.0,1.29,Linux,5327.03
Asus,Intel i3,64,256GB SSD,Nvidia RTX 2060,13.3,1366x768,5.7,2.77,FreeDOS,1566.8
Samsung,Intel i3,8,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,5.0,1.27,Windows,1122.69
Acer,Intel i3,64,2TB SSD,Integrated,13.3,1366x768,11.1,3.17,macOS,1180.24
Microsoft,Intel i3,4,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,11.1,2.45,Windows,992.08
Dell,Intel i3,32,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,9.7,2.67,Windows,1921.97
Dell,Intel i5,8,1TB HDD,Integrated,13.3,2560x1440,11.9,2.53,macOS,830.62
Apple,AMD Ryzen 3,32,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,4.0,3.16,macOS,1787.65
Asus,AMD Ryzen 5,4,1TB SSD,Integrated,13.3,1366x768,4.6,2.73,macOS,552.32
MSI,Intel i9,64,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,10.7,2.34,FreeDOS,7107.37
Asus,Intel i7,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.1,1.55,macOS,2861.5
Acer,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,8.4,2.68,Linux,2785.53
Razer,Intel i7,4,1TB HDD,Integrated,17.3,3840x2160,9.0,1.5,FreeDOS,1506.7
HP,AMD Ryzen 7,64,256GB SSD,Nvidia GTX 1650,13.3,1366x768,5.6,2.14,FreeDOS,2396.29
Samsung,Intel i3,8,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,4.8,3.1,Windows,1254.12
Asus,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,15.6,1366x768,9.5,3.39,FreeDOS,988.01
Apple,AMD Ryzen 3,64,1TB HDD,Integrated,14.0,1920x1080,6.0,1.9,Windows,1779.94
Samsung,Intel i5,4,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.7,2.9,FreeDOS,1504.64
HP,Intel i5,4,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,4.3,2.48,FreeDOS,1100.12
Razer,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.2,2.1,Windows,3362.95
Dell,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 3060,14.0,2560x1440,9.1,1.52,FreeDOS,1956.05
Acer,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,12.0,3.46,macOS,1023.32
MSI,Intel i3,64,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,11.3,1.38,macOS,4283.58
Lenovo,Intel i7,16,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.4,1.24,macOS,1919.85
Lenovo,Intel i9,64,1TB SSD,Integrated,14.0,1920x1080,11.4,2.88,Linux,2722.57
Samsung,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,10.5,2.9,Linux,929.53
Asus,Intel i3,4,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,9.8,2.22,Linux,572.11
HP,Intel i9,16,1TB SSD,Nvidia GTX 1650,13.3,1366x768,7.7,3.45,macOS,1538.94
HP,Intel i5,4,256GB SSD,Nvidia RTX 3060,15.6,2560x1440,6.5,1.63,macOS,1295.41
Razer,Intel i7,32,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,11.4,1.94,Linux,2586.49
HP,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,8.6,2.62,FreeDOS,1106.4
MSI,AMD Ryzen 9,32,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,5.3,2.87,Windows,3803.06
Dell,Intel i9,4,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,4.2,3.27,FreeDOS,1561.8
Samsung,Intel i9,4,1TB SSD,Nvidia RTX 3080,14.0,1366x768,4.6,2.56,FreeDOS,1187.77
Asus,Intel i9,16,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,5.2,2.26,macOS,3057.46
Apple,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,7.5,3.38,Windows,3654.86
Microsoft,Intel i3,64,256GB SSD,Nvidia RTX 2060,15.6,1366x768,5.5,2.16,FreeDOS,1934.74
Acer,Intel i7,64,1TB SSD,Integrated,17.3,1366x768,5.9,3.32,FreeDOS,1730.27
Razer,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,9.8,3.35,Linux,2849.77
Acer,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.5,2.57,Linux,1649.6
Razer,Intel i7,8,2TB SSD,Nvidia RTX 3060,17.3,1366x768,4.6,2.35,Windows,1501.09
Acer,Intel i7,32,512GB SSD,Nvidia RTX 3080,14.0,1366x768,7.3,3.03,Windows,1728.86
Asus,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 2060,15.6,1366x768,8.1,3.26,FreeDOS,3717.35
Asus,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,15.6,1920x1080,11.1,2.93,FreeDOS,2760.14
Apple,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,5.7,1.54,Linux,1559.98
Acer,Intel i7,64,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.6,1.33,Linux,4875.81
MSI,AMD Ryzen 5,16,2TB SSD,Integrated,13.3,3840x2160,11.7,1.81,macOS,1805.41
Acer,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3060,13.3,1366x768,6.9,2.22,Windows,1220.42
HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,7.5,3.18,macOS,1942.01
Acer,Intel i3,64,1TB HDD,Nvidia RTX 2060,16.0,1366x768,9.5,2.37,macOS,1457.15
Lenovo,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3080,17.3,1366x768,9.1,3.18,FreeDOS,1091.82
Dell,Intel i5,8,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.0,1.82,Windows,1379.17
Lenovo,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,10.4,2.28,FreeDOS,1308.87
Lenovo,Intel i7,8,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,5.5,2.02,Linux,774.97
Dell,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,14.0,1366x768,11.5,1.63,Windows,1019.97
MSI,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,6.3,3.12,macOS,1662.14
HP,AMD Ryzen 3,16,2TB SSD,Integrated,13.3,1920x1080,4.2,1.77,macOS,590.47
HP,Intel i7,64,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,6.2,1.64,FreeDOS,3937.98
HP,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,9.8,3.29,Linux,5404.79
Samsung,Intel i9,8,2TB SSD,Nvidia RTX 3080,15.6,1366x768,11.3,1.5,FreeDOS,1630.82
HP,AMD Ryzen 9,32,512GB SSD,Nvidia GTX 1650,17.3,1366x768,11.3,1.45,macOS,2412.36
HP,AMD Ryzen 9,16,1TB HDD,Integrated,14.0,1920x1080,11.2,2.06,macOS,1094.13
Samsung,Intel i3,4,2TB SSD,Integrated,16.0,1920x1080,4.2,2.09,Linux,665.23
Razer,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,11.3,3.27,FreeDOS,1315.57
Samsung,AMD Ryzen 9,16,1TB SSD,Integrated,16.0,1366x768,8.5,3.25,macOS,1216.56
Razer,Intel i9,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,6.3,1.27,Linux,2229.0
HP,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,9.6,1.59,macOS,3290.19
MSI,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,5.1,3.45,FreeDOS,5504.4
MSI,Intel i3,16,512GB SSD,Integrated,15.6,1920x1080,7.8,3.16,FreeDOS,1036.92
MSI,Intel i7,8,256GB SSD,Integrated,16.0,1920x1080,10.6,3.16,FreeDOS,1330.72
Lenovo,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12
Dell,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 2060,14.0,1366x768,10.2,2.19,FreeDOS,1655.04
Lenovo,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3060,17.3,1366x768,8.5,1.39,macOS,1631.37
Acer,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,4.0,1.51,Linux,1381.05
Samsung,AMD Ryzen 9,4,512GB SSD,Integrated,15.6,3840x2160,9.5,3.28,Linux,1957.62
Dell,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,9.7,3.24,FreeDOS,2221.38
Microsoft,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,8.3,2.88,Linux,1002.46
Lenovo,Intel i3,64,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,8.2,2.9,FreeDOS,3178.47
MSI,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,8.8,2.49,Windows,3245.04
HP,Intel i5,64,1TB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.4,1.62,Linux,2652.02
Dell,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,8.1,3.18,FreeDOS,773.18
MSI,Intel i9,32,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.5,2.0,macOS,3485.43
Samsung,Intel i7,4,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,4.4,3.36,Linux,774.76
Acer,Intel i5,32,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,4.7,2.2,FreeDOS,2293.11
Samsung,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.1,1.96,macOS,1190.88
Samsung,Intel i7,8,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.0,1.79,Windows,2408.92
Lenovo,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,14.0,1366x768,5.1,2.49,macOS,1698.59
MSI,Intel i3,8,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,5.8,1.64,FreeDOS,1514.35
Microsoft,AMD Ryzen 9,4,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,5.3,2.14,FreeDOS,1560.59
HP,Intel i9,4,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,8.1,2.83,Windows,2627.84
Asus,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,11.6,1.26,macOS,2806.26
Microsoft,Intel i3,16,1TB SSD,AMD Radeon RX 6600,14.0,1366x768,10.7,1.77,FreeDOS,814.51
Samsung,Intel i5,64,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,7.2,2.61,FreeDOS,3116.66
Asus,Intel i9,4,2TB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.0,2.79,Windows,2712.13
Samsung,AMD Ryzen 5,4,1TB HDD,Integrated,15.6,2560x1440,6.4,3.18,Windows,674.48
Dell,Intel i3,8,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,11.5,3.38,macOS,716.97
Razer,Intel i7,4,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,8.8,3.5,Windows,1393.5
Microsoft,AMD Ryzen 9,8,512GB SSD,Integrated,15.6,1920x1080,6.5,1.91,macOS,1262.06
Asus,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,8.2,2.15,FreeDOS,1866.8
Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,8.9,2.44,macOS,1835.6
MSI,Intel i3,4,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,7.3,1.72,Windows,1512.18
Samsung,Intel i7,64,1TB SSD,Nvidia GTX 1650,17.3,1366x768,10.7,1.46,macOS,2619.87
Dell,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,10.9,1.61,FreeDOS,2629.05
Razer,Intel i7,32,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,10.9,1.8,Linux,2696.49
Dell,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.1,1.83,FreeDOS,3470.59
HP,AMD Ryzen 3,32,1TB HDD,Integrated,13.3,1920x1080,8.9,3.14,macOS,829.18
Samsung,Intel i3,64,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,11.6,2.41,Linux,3715.87
Samsung,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,10.6,1.82,macOS,629.32
Samsung,Intel i5,32,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.9,1.33,FreeDOS,2657.7
Lenovo,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,8.2,1.98,macOS,1309.67
Microsoft,Intel i7,32,512GB SSD,Nvidia RTX 3080,17.3,1366x768,4.5,2.27,Linux,1834.14
Dell,AMD Ryzen 7,16,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,9.2,1.22,macOS,2305.57
MSI,AMD Ryzen 3,32,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,5.4,2.67,Linux,1527.34
Apple,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,16.0,1366x768,11.9,2.11,FreeDOS,1161.14
Razer,Intel i7,4,2TB SSD,Nvidia GTX 1650,16.0,1366x768,5.2,3.29,FreeDOS,1373.56
Acer,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,9.6,3.44,Windows,1229.22
Razer,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,6.6,1.61,macOS,5174.02
Dell,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 2060,17.3,1366x768,10.8,3.39,Linux,1316.82
MSI,Intel i3,16,2TB SSD,Nvidia RTX 3060,13.3,1366x768,8.6,3.34,Linux,1217.47
Asus,AMD Ryzen 9,64,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,11.3,1.52,macOS,7147.4
Microsoft,Intel i3,32,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,7.6,1.35,macOS,1794.2
Dell,Intel i9,16,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,10.0,2.24,FreeDOS,3392.12
Microsoft,Intel i9,8,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.1,3.17,macOS,2209.22
Apple,Intel i5,64,2TB SSD,Nvidia RTX 3060,14.0,2560x1440,9.2,3.22,Windows,4378.29
Apple,Intel i9,32,1TB HDD,Nvidia RTX 3060,14.0,2560x1440,11.2,3.43,FreeDOS,4046.75
Microsoft,Intel i7,4,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,11.3,2.1,FreeDOS,1279.81
Asus,Intel i9,4,1TB HDD,Nvidia RTX 3060,16.0,1366x768,10.5,2.21,FreeDOS,1127.09
Asus,AMD Ryzen 7,32,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,11.8,2.37,Windows,2248.75
Microsoft,Intel i9,16,1TB HDD,AMD Radeon RX 6600,15.6,2560x1440,9.9,2.98,macOS,2164.3
Razer,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,11.2,3.11,macOS,4532.3
Acer,Intel i3,4,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,4.5,2.02,Windows,1354.87
Samsung,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,11.9,3.11,Windows,2345.96
HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,9.5,2.78,FreeDOS,1525.47
Samsung,Intel i5,4,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,7.8,2.79,Windows,811.28
Apple,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,10.2,1.65,Windows,3311.53
Apple,Intel i9,64,512GB SSD,Nvidia RTX 2060,14.0,1366x768,8.0,2.78,macOS,4984.48
Acer,Intel i7,64,256GB SSD,Nvidia GTX 1650,14.0,2560x1440,5.0,1.83,Linux,3691.74
